"2112.04350","Alex Postnikov","Aleksey Postnikov, Aleksander Gamayunov, Gonzalo Ferrer","Transformer based trajectory prediction",,,,,"cs.RO cs.CV","http://creativecommons.org/licenses/by-nc-nd/4.0/","  To plan a safe and efficient route, an autonomous vehicle should anticipate
future motions of other agents around it. Motion prediction is an extremely
challenging task which recently gained significant attention of the research
community. In this work, we present a simple and yet strong baseline for
uncertainty aware motion prediction based purely on transformer neural
networks, which has shown its effectiveness in conditions of domain change.
While being easy-to-implement, the proposed approach achieves competitive
performance and ranks 1$^{st}$ on the 2021 Shifts Vehicle Motion Prediction
Competition.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:00:14 GMT""}]","2021-12-14"
"2112.04362","Avirup Mandal","Avirup Mandal, Parag Chaudhuri, Subhasis Chaudhuri","Physics-based Mesh Deformation with Haptic Feedback and Material
  Anisotropy","6 pages, 10 figures",,,,"cs.GR","http://creativecommons.org/licenses/by-nc-nd/4.0/","  We present a physics-based framework to simulate porous, deformable materials
and interactive tools with haptic feedback that can reshape it. In order to
allow the material to be moulded non-homogeneously, we propose an algorithm to
change the material properties of the object depending on its water content. We
present a multi-resolution, multi-timescale simulation framework to enable
stable visual and haptic feedback at interactive rates. We test our model for
physical consistency, accuracy, interactivity and appeal through a user study
and quantitative performance evaluation.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:15:35 GMT""},{""version"":""v2"",""created"":""Wed, 23 Feb 2022 05:18:20 GMT""}]","2022-02-24"
"2112.04363","Hanwen Kang","Hanwen Kang, Xing Wang, and Chao Chen","Geometry-Aware Fruit Grasping Estimation for Robotic Harvesting in
  Orchards",,,"10.1016/j.compag.2022.106716",,"cs.RO cs.AI","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Field robotic harvesting is a promising technique in recent development of
agricultural industry. It is vital for robots to recognise and localise fruits
before the harvesting in natural orchards. However, the workspace of harvesting
robots in orchards is complex: many fruits are occluded by branches and leaves.
It is important to estimate a proper grasping pose for each fruit before
performing the manipulation. In this study, a geometry-aware network, A3N, is
proposed to perform end-to-end instance segmentation and grasping estimation
using both color and geometry sensory data from a RGB-D camera. Besides,
workspace geometry modelling is applied to assist the robotic manipulation.
Moreover, we implement a global-to-local scanning strategy, which enables
robots to accurately recognise and retrieve fruits in field environments with
two consumer-level RGB-D cameras. We also evaluate the accuracy and robustness
of proposed network comprehensively in experiments. The experimental results
show that A3N achieves 0.873 on instance segmentation accuracy, with an average
computation time of 35 ms. The average accuracy of grasping estimation is 0.61
cm and 4.8$^{\circ}$ in centre and orientation, respectively. Overall, the
robotic system that utilizes the global-to-local scanning and A3N, achieves
success rate of harvesting ranging from 70\% - 85\% in field harvesting
experiments.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:17:26 GMT""}]","2022-01-24"
"2112.04364","Ekkehard Schnoor","Ekkehard Schnoor, Arash Behboodi and Holger Rauhut","Generalization Error Bounds for Iterative Recovery Algorithms Unfolded
  as Neural Networks","29 pages, 6 figures",,,,"cs.LG eess.SP stat.ML","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Motivated by the learned iterative soft thresholding algorithm (LISTA), we
introduce a general class of neural networks suitable for sparse reconstruction
from few linear measurements. By allowing a wide range of degrees of
weight-sharing between the layers, we enable a unified analysis for very
different neural network types, ranging from recurrent ones to networks more
similar to standard feedforward neural networks. Based on training samples, via
empirical risk minimization we aim at learning the optimal network parameters
and thereby the optimal network that reconstructs signals from their
low-dimensional linear measurements. We derive generalization bounds by
analyzing the Rademacher complexity of hypothesis classes consisting of such
deep networks, that also take into account the thresholding parameters. We
obtain estimates of the sample complexity that essentially depend only linearly
on the number of parameters and on the depth. We apply our main result to
obtain specific generalization bounds for several practical examples, including
different algorithms for (implicit) dictionary learning, and convolutional
neural networks.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:17:33 GMT""},{""version"":""v2"",""created"":""Fri, 14 Jan 2022 17:29:25 GMT""},{""version"":""v3"",""created"":""Mon, 17 Jan 2022 14:39:45 GMT""}]","2022-01-19"
"2112.04365","Rub\'en Martos","Kenny De Commer, Rub\'en Martos and Ryszard Nest","Projective representation theory for compact quantum groups and the
  quantum Baum-Connes assembly map","54 pages. Submitted for publication",,,,"math.OA math.KT math.QA math.RT","http://creativecommons.org/licenses/by/4.0/","  We study the theory of projective representations for a compact quantum group
$\mathbb{G}$, i.e. actions of $\mathbb{G}$ on $\mathcal{B}(H)$ for some Hilbert
space $H$. We show that any such projective representation is inner, and is
hence induced by an $\Omega$-twisted representation for some unitary measurable
$2$-cocycle $\Omega$ on $\mathbb{G}$. We show that a projective representation
is continuous, i.e. restricts to an action on the compact operators
$\mathcal{K}(H)$, if and only if the associated $2$-cocycle is regular, and
that this condition is automatically satisfied if $\mathbb{G}$ is of Kac type.
This allows in particular to characterise the torsion of projective type of
$\widehat{\mathbb{G}}$ in terms of the projective representation theory of
$\mathbb{G}$. For a given regular unitary $2$-cocycle $\Omega$, we then study
$\Omega$-twisted actions on C$^*$-algebras. We define deformed crossed products
with respect to $\Omega$, obtaining a twisted version of the Baaj-Skandalis
duality and a quantum version of the Packer-Raeburn's trick. As an application,
we provide a twisted version of the Green-Julg isomorphism and obtain the
quantum Baum-Connes assembly map for permutation torsion-free discrete quantum
groups.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:18:00 GMT""}]","2021-12-09"
"2112.04366","In\'es Mart\'in-De-Santos","I. Mart\'in-de-Santos","La mujer a trav\'es de los personajes femeninos en el cine de tem\'atica
  financiera -- Women through female characters in financial topics films","21 pages, in Spanish, 1 appendix","Aida Mar\'ia de Vicente Dom\'inguez y Javier Sierra S\'anchez
  (eds.). La representaci\'on audiovisual de la ciencia en el entorno digital.
  Madrid: McGraw-Hill, 2021, pp. 411-432. ISBN 13-978-84-486-3190-1 ;
  84-486-3190-0","10.5281/zenodo.5704697","2021","econ.GN q-fin.EC","http://creativecommons.org/licenses/by-nc-nd/4.0/","  Analysis and assessment of female characters in economic financial themes
films that have appeared in some thirty relevant films, from the beginning of
cinema, selected from various bibliographies. Descriptive, comparative and
impartial study. Quantitative techniques are applied to measure the influence
of women in terms of protagonism, positive values, negative values, compliance
or non-compliance with the Bechdel test, and results are evaluated. It is based
on two previous binding publications: Marzal et al. The crisis of the real.
Representations of the 2008 financial crisis in contemporary audiovisual (2018)
and Mart\'in-de-Santos, Financial administration through cinema. Analytical and
critical study of the most interesting films for university education (20219.
Realistic film versions are contrasted with actual events today.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:19:41 GMT""}]","2021-12-09"
"2112.04367","Michal Kucer","Michal Kucer, Diane Oyen, Garrett Kenyon","On visual self-supervision and its effect on model robustness",,,,,"cs.CV cs.AI","http://creativecommons.org/licenses/by/4.0/","  Recent self-supervision methods have found success in learning feature
representations that could rival ones from full supervision, and have been
shown to be beneficial to the model in several ways: for example improving
models robustness and out-of-distribution detection. In our paper, we conduct
an empirical study to understand more precisely in what way can self-supervised
learning - as a pre-training technique or part of adversarial training -
affects model robustness to $l_2$ and $l_{\infty}$ adversarial perturbations
and natural image corruptions. Self-supervision can indeed improve model
robustness, however it turns out the devil is in the details. If one simply
adds self-supervision loss in tandem with adversarial training, then one sees
improvement in accuracy of the model when evaluated with adversarial
perturbations smaller or comparable to the value of $\epsilon_{train}$ that the
robust model is trained with. However, if one observes the accuracy for
$\epsilon_{test} \ge \epsilon_{train}$, the model accuracy drops. In fact, the
larger the weight of the supervision loss, the larger the drop in performance,
i.e. harming the robustness of the model. We identify primary ways in which
self-supervision can be added to adversarial training, and observe that using a
self-supervised loss to optimize both network parameters and find adversarial
examples leads to the strongest improvement in model robustness, as this can be
viewed as a form of ensemble adversarial training. Although self-supervised
pre-training yields benefits in improving adversarial training as compared to
random weight initialization, we observe no benefit in model robustness or
accuracy if self-supervision is incorporated into adversarial training.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:22:02 GMT""}]","2021-12-09"
"2112.04368","Sahan Bulathwela","Sahan Bulathwela, Mar\'ia P\'erez-Ortiz, Emine Yilmaz, John
  Shawe-Taylor","Semantic TrueLearn: Using Semantic Knowledge Graphs in Recommendation
  Systems","Presented at the First International Workshop on Joint Use of
  Probabilistic Graphical Models and Ontology at Conference on Knowledge Graph
  and Semantic Web 2021",,,,"cs.IR cs.AI cs.CY stat.AP stat.ML","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In informational recommenders, many challenges arise from the need to handle
the semantic and hierarchical structure between knowledge areas. This work aims
to advance towards building a state-aware educational recommendation system
that incorporates semantic relatedness between knowledge topics, propagating
latent information across semantically related topics. We introduce a novel
learner model that exploits this semantic relatedness between knowledge
components in learning resources using the Wikipedia link graph, with the aim
to better predict learner engagement and latent knowledge in a lifelong
learning scenario. In this sense, Semantic TrueLearn builds a humanly intuitive
knowledge representation while leveraging Bayesian machine learning to improve
the predictive performance of the educational engagement. Our experiments with
a large dataset demonstrate that this new semantic version of TrueLearn
algorithm achieves statistically significant improvements in terms of
predictive performance with a simple extension that adds semantic awareness to
the model.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:23:27 GMT""}]","2021-12-09"
"2112.04369","Tomas Teijeiro","Elisabetta De Giovanni, Tomas Teijeiro, Gr\'egoire P. Millet and David
  Atienza","Adaptive R-Peak Detection on Wearable ECG Sensors for High-Intensity
  Exercise","12 pages, 14 figures, 2 tables",,"10.1109/TBME.2022.3205304",,"eess.SP cs.LG cs.SY eess.SY","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Objective: Continuous monitoring of biosignals via wearable sensors has
quickly expanded in the medical and wellness fields. At rest, automatic
detection of vital parameters is generally accurate. However, in conditions
such as high-intensity exercise, sudden physiological changes occur to the
signals, compromising the robustness of standard algorithms. Methods: Our
method, called BayeSlope, is based on unsupervised learning, Bayesian
filtering, and non-linear normalization to enhance and correctly detect the R
peaks according to their expected positions in the ECG. Furthermore, as
BayeSlope is computationally heavy and can drain the device battery quickly, we
propose an online design that adapts its robustness to sudden physiological
changes, and its complexity to the heterogeneous resources of modern embedded
platforms. This method combines BayeSlope with a lightweight algorithm,
executed in cores with different capabilities, to reduce the energy consumption
while preserving the accuracy. Results: BayeSlope achieves an F1 score of 99.3%
in experiments during intense cycling exercise with 20 subjects. Additionally,
the online adaptive process achieves an F1 score of 99% across five different
exercise intensities, with a total energy consumption of 1.55+-0.54~mJ.
Conclusion: We propose a highly accurate and robust method, and a complete
energy-efficient implementation in a modern ultra-low-power embedded platform
to improve R peak detection in challenging conditions, such as during
high-intensity exercise. Significance: The experiments show that BayeSlope
outperforms a state-of-the-art algorithm up to 8.4% in F1 score, while our
online adaptive method can reach energy savings up to 38.7% on modern
heterogeneous wearable platforms.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:24:23 GMT""}]","2022-09-13"
"2112.04370","Michelangelo Sambataro","M. Sambataro and N. Sandulescu","Band-like structures and quartets in deformed N=Z nuclei","16 pages, 4 figures",,"10.1016/j.physletb.2022.136987",,"nucl-th","http://creativecommons.org/licenses/by/4.0/","  We provide a description of deformed $N=Z$ nuclei in a formalism of
$\alpha$-like quartets. Quartets are constructed variationally by resorting to
the use of proper intrinsic states. Various types of intrinsic states are
introduced which generate different sets of quartets for a given nucleus.
Energy spectra are generated via configuration-iteraction calculations in the
spaces built with these quartets. The approach has been applied to $^{24}$Mg
and $^{28}$Si in the $sd$ shell and to $^{48}$Cr in the $pf$ shell. In all
cases a good description of the low-lying spectra has been achieved. As a
peculiarity of the approach, a close correspondence is observed between the
various sets of quartets employed and the occurrence of well defined band-like
structures in the spectra of the systems under study.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:25:05 GMT""}]","2022-03-14"
"2112.04371","Chamsol Park","Chamsol Park","Eigenfunctions restriction estimates for curves with nonvanishing
  geodesic curvatures in compact Riemannian surfaces with nonpositive curvature",,,,,"math.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  For $2\leq p<4$, we study the $L^p$ norms of restrictions of eigenfunctions
of the Laplace-Beltrami operator on smooth compact $2$-dimensional Riemannian
manifolds. Burq, G\'erard, and Tzvetkov
\cite{BurqGerardTzvetkov2007restrictions}, and Hu \cite{Hu2009lp} found the
eigenfunction estimates restricted to a curve with nonvanishing geodesic
curvatures. We will explain how the proof of the known estimates helps us to
consider the case where the given smooth compact Riemannian manifold has
nonpositive sectional curvatures. For $p=4$, we will also obtain a logarithmic
analogous estimate, by using arguments in Xi and Zhang
\cite{XiZhang2017improved}, Sogge \cite{Sogge2017ImprovedCritical}, and
Bourgain \cite{Bourgain1991Besicovitch}.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:25:16 GMT""},{""version"":""v2"",""created"":""Fri, 4 Feb 2022 19:08:34 GMT""}]","2022-02-08"
"2112.04372","Giovanni Taglialatela Dr.","Ferruccio Colombini, Todor Gramchev, Nicola Orr\`u and Giovanni
  Taglialatela","On some hyperbolic equations of third order",,,,,"math.AP","http://creativecommons.org/licenses/by-nc-nd/4.0/","  We give sufficient conditions for the well-posedness in $\mathcal{C}^\infty$
of the Cauchy problem for third order equations with time dependent
coefficients.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:25:29 GMT""}]","2021-12-09"
